epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,12048.7,1.28673,0.56714,1.1941,0.94064,0.93909,0.97725,0.58123,1.48842,0.55463,1.265,4.47606e-05,4.47606e-05,4.47606e-05
178,12111.7,1.28121,0.55655,1.17183,0.93466,0.94392,0.97718,0.59683,1.43994,0.54189,1.24316,4.19552e-05,4.19552e-05,4.19552e-05
179,12174.8,1.28365,0.55493,1.183,0.9455,0.93063,0.97672,0.58579,1.47905,0.54848,1.262,3.9264e-05,3.9264e-05,3.9264e-05
180,12238.3,1.2985,0.58252,1.20232,0.93899,0.93744,0.97682,0.5916,1.46071,0.5484,1.2529,3.66877e-05,3.66877e-05,3.66877e-05
181,12301.5,1.26176,0.53973,1.17513,0.94359,0.93739,0.97617,0.58381,1.46954,0.55583,1.25781,3.4227e-05,3.4227e-05,3.4227e-05
182,12364.5,1.28005,0.57602,1.16905,0.93823,0.94078,0.9775,0.59066,1.46358,0.54403,1.25624,3.18825e-05,3.18825e-05,3.18825e-05
183,12427.7,1.2917,0.56308,1.19533,0.94366,0.93528,0.97664,0.585,1.46822,0.54626,1.25849,2.96546e-05,2.96546e-05,2.96546e-05
184,12490.9,1.26165,0.56656,1.17453,0.93989,0.93909,0.97695,0.58098,1.48264,0.55112,1.26524,2.75441e-05,2.75441e-05,2.75441e-05
185,12554.9,1.27053,0.55343,1.18858,0.94118,0.93739,0.97682,0.59102,1.45875,0.54554,1.25307,2.55513e-05,2.55513e-05,2.55513e-05
186,12619.4,1.3167,0.57289,1.22041,0.94223,0.93826,0.97685,0.58408,1.4779,0.54678,1.26175,2.36769e-05,2.36769e-05,2.36769e-05
187,12683,1.28371,0.57461,1.17979,0.94228,0.93909,0.97647,0.59126,1.45603,0.54399,1.24915,2.19212e-05,2.19212e-05,2.19212e-05
188,12746.6,1.28018,0.56644,1.17618,0.94123,0.93739,0.97647,0.59384,1.44989,0.54391,1.24683,2.02847e-05,2.02847e-05,2.02847e-05
189,12810.6,1.27088,0.55571,1.17968,0.93907,0.94078,0.97652,0.58159,1.47981,0.54944,1.26158,1.87678e-05,1.87678e-05,1.87678e-05
190,12874.7,1.25702,0.55508,1.17586,0.94419,0.9357,0.97685,0.58499,1.47344,0.54849,1.25931,1.73709e-05,1.73709e-05,1.73709e-05
191,12938.5,1.2541,0.54718,1.19775,0.93301,0.94263,0.97553,0.58875,1.45427,0.54771,1.25184,1.60943e-05,1.60943e-05,1.60943e-05
192,13002,1.28122,0.56263,1.22487,0.9375,0.93911,0.97628,0.58891,1.46364,0.54332,1.25592,1.49383e-05,1.49383e-05,1.49383e-05
193,13065.4,1.27682,0.56219,1.22374,0.9552,0.92386,0.97619,0.58545,1.4749,0.54485,1.26086,1.39032e-05,1.39032e-05,1.39032e-05
194,13128.9,1.27974,0.54248,1.21678,0.95419,0.92386,0.97635,0.58494,1.47598,0.54462,1.26178,1.29893e-05,1.29893e-05,1.29893e-05
195,13192.3,1.26661,0.53995,1.20941,0.95626,0.92476,0.97652,0.58342,1.47705,0.54353,1.2618,1.21968e-05,1.21968e-05,1.21968e-05
196,13255.8,1.27698,0.54973,1.20065,0.95638,0.92745,0.97657,0.58457,1.47509,0.54102,1.26059,1.15259e-05,1.15259e-05,1.15259e-05
197,13319,1.25294,0.54089,1.19484,0.95418,0.93063,0.97659,0.58588,1.47332,0.54303,1.25923,1.09768e-05,1.09768e-05,1.09768e-05
198,13382.9,1.25759,0.53196,1.21117,0.94267,0.9357,0.97685,0.58208,1.47787,0.5462,1.26114,1.05495e-05,1.05495e-05,1.05495e-05
199,13447,1.25414,0.5342,1.19278,0.94373,0.9365,0.97699,0.58432,1.47275,0.54509,1.2583,1.02443e-05,1.02443e-05,1.02443e-05
200,13511,1.24073,0.53578,1.20046,0.94525,0.93479,0.97706,0.5842,1.47791,0.54443,1.26048,1.00611e-05,1.00611e-05,1.00611e-05
