epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,482.259,1.49331,0.76139,1.24327,0.91852,0.8934,0.95663,0.54662,1.47375,0.71554,1.27053,0.000922942,0.000922942,0.000922942
20,507.558,1.48011,0.7464,1.21934,0.92312,0.91431,0.95997,0.5643,1.46541,0.68461,1.2648,0.000914405,0.000914405,0.000914405
21,532.878,1.45474,0.71108,1.21999,0.91561,0.92893,0.96195,0.55863,1.47878,0.70044,1.2744,0.000905463,0.000905463,0.000905463
22,558.19,1.47012,0.72489,1.20528,0.92954,0.92724,0.95978,0.55512,1.48057,0.67586,1.27151,0.000896127,0.000896127,0.000896127
23,583.45,1.48149,0.74989,1.22505,0.90444,0.93232,0.96114,0.54712,1.48584,0.70013,1.27541,0.000886404,0.000886404,0.000886404
24,608.746,1.45646,0.70778,1.21942,0.94849,0.90353,0.96758,0.55742,1.48572,0.67445,1.27551,0.000876305,0.000876305,0.000876305
25,633.979,1.46644,0.7125,1.22297,0.91484,0.93401,0.96748,0.54806,1.47916,0.7078,1.27817,0.000865839,0.000865839,0.000865839
26,659.261,1.47782,0.72757,1.21558,0.91929,0.92893,0.96852,0.54966,1.50495,0.68581,1.29118,0.000855018,0.000855018,0.000855018
27,684.444,1.43432,0.70767,1.18184,0.92444,0.9154,0.96507,0.55447,1.49168,0.66208,1.27886,0.000843851,0.000843851,0.000843851
28,709.681,1.46498,0.70358,1.21638,0.93516,0.92893,0.96768,0.56276,1.4955,0.65042,1.27271,0.000832349,0.000832349,0.000832349
29,734.66,1.4513,0.69298,1.21675,0.9301,0.9231,0.96531,0.5648,1.45145,0.64956,1.26261,0.000820525,0.000820525,0.000820525
30,759.396,1.45162,0.72389,1.20765,0.91435,0.93932,0.96961,0.55911,1.46211,0.67476,1.26604,0.000808389,0.000808389,0.000808389
31,784.119,1.47856,0.71741,1.19933,0.94014,0.93401,0.97013,0.54663,1.50139,0.67452,1.28031,0.000795954,0.000795954,0.000795954
32,808.994,1.49356,0.71532,1.22945,0.92336,0.9377,0.97014,0.55681,1.46932,0.69366,1.26116,0.000783231,0.000783231,0.000783231
33,833.699,1.47544,0.71515,1.21348,0.94118,0.92555,0.97027,0.56386,1.45907,0.66248,1.2574,0.000770234,0.000770234,0.000770234
34,858.34,1.47259,0.70102,1.21015,0.93523,0.92846,0.96916,0.57138,1.45097,0.64224,1.25943,0.000756976,0.000756976,0.000756976
35,883.047,1.42515,0.68243,1.18904,0.92654,0.9177,0.96884,0.57672,1.44521,0.64107,1.25219,0.000743468,0.000743468,0.000743468
36,907.735,1.40114,0.6772,1.1771,0.93571,0.93583,0.97013,0.57207,1.45112,0.64942,1.25033,0.000729725,0.000729725,0.000729725
37,932.484,1.43455,0.69332,1.19914,0.92795,0.93702,0.96803,0.56809,1.4493,0.64822,1.25217,0.000715761,0.000715761,0.000715761
38,957.156,1.41901,0.6892,1.19603,0.92476,0.93591,0.96744,0.56747,1.43969,0.65771,1.25337,0.000701588,0.000701588,0.000701588
39,981.746,1.42417,0.65953,1.19044,0.92747,0.94078,0.96819,0.57272,1.45068,0.64368,1.25714,0.000687222,0.000687222,0.000687222
40,1006.39,1.4171,0.67708,1.17845,0.93016,0.94643,0.97198,0.57685,1.43102,0.63358,1.24166,0.000672675,0.000672675,0.000672675
41,1031.04,1.38584,0.67185,1.19193,0.92639,0.93063,0.96867,0.56697,1.45079,0.66914,1.24949,0.000657963,0.000657963,0.000657963
42,1055.69,1.4048,0.67056,1.18611,0.92838,0.94315,0.97187,0.57788,1.43799,0.63536,1.24994,0.000643101,0.000643101,0.000643101
43,1080.4,1.40281,0.66123,1.17691,0.92186,0.93232,0.96588,0.57072,1.44239,0.6341,1.25226,0.000628101,0.000628101,0.000628101
44,1105.17,1.41764,0.68516,1.17879,0.92466,0.93909,0.96951,0.5771,1.45376,0.61207,1.25505,0.000612981,0.000612981,0.000612981
45,1129.82,1.40704,0.6505,1.17352,0.93757,0.92386,0.96764,0.57465,1.43677,0.61666,1.24993,0.000597754,0.000597754,0.000597754
46,1154.69,1.38573,0.6482,1.17669,0.91357,0.94792,0.96776,0.57527,1.43889,0.63398,1.25039,0.000582435,0.000582435,0.000582435
47,1179.96,1.3874,0.64898,1.16472,0.93264,0.93714,0.97256,0.57293,1.43884,0.62963,1.24659,0.00056704,0.00056704,0.00056704
48,1204.97,1.40095,0.65972,1.1817,0.92353,0.94007,0.96821,0.57939,1.43178,0.62291,1.24751,0.000551584,0.000551584,0.000551584
49,1230.11,1.36916,0.65254,1.15773,0.92553,0.92523,0.96794,0.57449,1.42755,0.63496,1.24332,0.000536081,0.000536081,0.000536081
50,1255.25,1.36547,0.64992,1.15632,0.93182,0.94585,0.96874,0.58085,1.43021,0.6261,1.24272,0.000520548,0.000520548,0.000520548
51,1280.48,1.38379,0.62303,1.17995,0.92286,0.94078,0.96786,0.5713,1.44781,0.63916,1.26154,0.000505,0.000505,0.000505
52,1305.73,1.39248,0.63733,1.1855,0.92723,0.94416,0.97007,0.58137,1.44458,0.6325,1.25082,0.000489452,0.000489452,0.000489452
53,1330.87,1.35766,0.63126,1.16164,0.93088,0.93433,0.96666,0.58008,1.42494,0.62326,1.23963,0.000473919,0.000473919,0.000473919
54,1355.96,1.35555,0.61951,1.15761,0.93437,0.93909,0.96881,0.58452,1.42656,0.6118,1.24059,0.000458416,0.000458416,0.000458416
55,1381.08,1.35042,0.63037,1.16902,0.92324,0.93621,0.96943,0.58655,1.40861,0.61105,1.23114,0.00044296,0.00044296,0.00044296
56,1406.26,1.35807,0.62531,1.1554,0.92329,0.93909,0.96675,0.57864,1.43078,0.62426,1.24081,0.000427565,0.000427565,0.000427565
57,1431.39,1.33649,0.60374,1.14927,0.92595,0.94755,0.97276,0.58467,1.419,0.62463,1.2309,0.000412246,0.000412246,0.000412246
58,1456.66,1.34308,0.63398,1.14589,0.9283,0.94203,0.96883,0.5883,1.41603,0.61189,1.22795,0.000397019,0.000397019,0.000397019
59,1481.95,1.34845,0.61532,1.14904,0.92211,0.94247,0.97065,0.5935,1.42016,0.59682,1.23659,0.000381899,0.000381899,0.000381899
60,1506.97,1.3379,0.5965,1.15627,0.94401,0.92724,0.96885,0.5919,1.41718,0.59377,1.2362,0.000366899,0.000366899,0.000366899
61,1531.99,1.32853,0.60063,1.16488,0.93626,0.93739,0.9672,0.58775,1.39839,0.61727,1.22973,0.000352037,0.000352037,0.000352037
62,1556.94,1.32552,0.60191,1.14799,0.93537,0.93063,0.96718,0.59001,1.4116,0.59802,1.23089,0.000337325,0.000337325,0.000337325
63,1581.95,1.31137,0.59,1.13196,0.93364,0.93739,0.96789,0.58667,1.42184,0.59591,1.237,0.000322778,0.000322778,0.000322778
64,1606.89,1.37358,0.6326,1.16417,0.93894,0.93669,0.96867,0.57867,1.44825,0.60393,1.25156,0.000308412,0.000308412,0.000308412
65,1631.99,1.34016,0.60142,1.15276,0.93359,0.93401,0.96912,0.58473,1.42087,0.59393,1.23326,0.000294239,0.000294239,0.000294239
66,1657.01,1.31995,0.60153,1.13472,0.92245,0.94593,0.96801,0.59382,1.41194,0.58462,1.2337,0.000280275,0.000280275,0.000280275
67,1681.98,1.32762,0.60059,1.14296,0.93066,0.94585,0.96766,0.58637,1.43323,0.59679,1.24242,0.000266532,0.000266532,0.000266532
68,1706.98,1.33818,0.59759,1.13473,0.93834,0.93909,0.96892,0.58812,1.43152,0.58897,1.2476,0.000253024,0.000253024,0.000253024
69,1731.91,1.30893,0.59861,1.14352,0.93332,0.93232,0.96435,0.58405,1.41199,0.5982,1.23512,0.000239766,0.000239766,0.000239766
70,1756.87,1.31484,0.59148,1.13792,0.92491,0.93232,0.96744,0.58651,1.41012,0.59096,1.23095,0.000226769,0.000226769,0.000226769
71,1781.91,1.29198,0.57787,1.13793,0.93439,0.93984,0.97116,0.59062,1.40923,0.58538,1.22735,0.000214046,0.000214046,0.000214046
72,1807.06,1.31605,0.59327,1.14136,0.93423,0.94247,0.97094,0.59285,1.40296,0.57874,1.22626,0.000201611,0.000201611,0.000201611
73,1832.14,1.30622,0.5964,1.13067,0.93697,0.93909,0.97059,0.59643,1.40387,0.57786,1.22541,0.000189475,0.000189475,0.000189475
74,1857.19,1.28496,0.57714,1.12596,0.93543,0.93143,0.97034,0.59266,1.40165,0.57905,1.23034,0.000177651,0.000177651,0.000177651
75,1882.2,1.30527,0.58772,1.13405,0.93549,0.93239,0.96907,0.59649,1.39712,0.5685,1.22924,0.000166149,0.000166149,0.000166149
76,1907.09,1.28163,0.57859,1.1284,0.92631,0.94585,0.97107,0.60143,1.39155,0.57386,1.22618,0.000154982,0.000154982,0.000154982
77,1932.16,1.29022,0.57472,1.12555,0.92393,0.94536,0.97055,0.6007,1.3908,0.57554,1.22287,0.000144161,0.000144161,0.000144161
78,1957.09,1.28797,0.57088,1.12269,0.93197,0.95032,0.97021,0.59321,1.40061,0.58125,1.22703,0.000133695,0.000133695,0.000133695
79,1982.04,1.28058,0.57702,1.12401,0.93133,0.94924,0.97108,0.59481,1.38973,0.57046,1.22184,0.000123596,0.000123596,0.000123596
80,2007.01,1.27429,0.56774,1.11268,0.9298,0.94585,0.97158,0.59754,1.38619,0.5741,1.2218,0.000113873,0.000113873,0.000113873
81,2031.87,1.26894,0.57162,1.12348,0.93069,0.94078,0.97128,0.59419,1.40098,0.57072,1.22422,0.000104537,0.000104537,0.000104537
82,2056.83,1.26037,0.55316,1.10794,0.92573,0.94902,0.9695,0.58713,1.40413,0.58135,1.23549,9.55951e-05,9.55951e-05,9.55951e-05
83,2081.79,1.28635,0.58084,1.13351,0.92863,0.94416,0.96947,0.59263,1.40225,0.57202,1.22622,8.70577e-05,8.70577e-05,8.70577e-05
84,2106.87,1.271,0.56573,1.11991,0.936,0.93232,0.96868,0.59615,1.39243,0.5731,1.22244,7.89327e-05,7.89327e-05,7.89327e-05
85,2131.91,1.26318,0.56099,1.10097,0.92328,0.94416,0.96891,0.59739,1.39619,0.57841,1.2251,7.12282e-05,7.12282e-05,7.12282e-05
86,2156.87,1.26144,0.5668,1.11287,0.92363,0.94133,0.96974,0.59812,1.39083,0.5701,1.22352,6.39518e-05,6.39518e-05,6.39518e-05
87,2181.89,1.27382,0.56473,1.11044,0.93716,0.93366,0.97055,0.59748,1.38789,0.57043,1.22261,5.71106e-05,5.71106e-05,5.71106e-05
88,2206.78,1.26194,0.56791,1.12039,0.93703,0.93162,0.97043,0.60055,1.38835,0.56884,1.22168,5.07115e-05,5.07115e-05,5.07115e-05
89,2231.68,1.26704,0.56183,1.12141,0.92687,0.94365,0.97043,0.6006,1.39055,0.56893,1.2231,4.47606e-05,4.47606e-05,4.47606e-05
90,2256.61,1.25838,0.56802,1.10564,0.9245,0.94585,0.96977,0.60143,1.38894,0.5692,1.21888,3.9264e-05,3.9264e-05,3.9264e-05
91,2281.76,1.24632,0.55193,1.14214,0.91544,0.95249,0.96724,0.58991,1.4013,0.58383,1.22693,3.4227e-05,3.4227e-05,3.4227e-05
92,2306.85,1.25708,0.56666,1.16519,0.91368,0.94755,0.96871,0.58979,1.40128,0.57233,1.23301,2.96546e-05,2.96546e-05,2.96546e-05
93,2331.77,1.24197,0.55124,1.14195,0.92471,0.93515,0.96858,0.58989,1.39757,0.57126,1.23083,2.55513e-05,2.55513e-05,2.55513e-05
94,2356.8,1.22078,0.54222,1.1345,0.92771,0.93368,0.96855,0.59305,1.39393,0.57402,1.22531,2.19212e-05,2.19212e-05,2.19212e-05
95,2381.83,1.23609,0.55296,1.13235,0.91924,0.94372,0.96819,0.5934,1.39546,0.57581,1.22639,1.87678e-05,1.87678e-05,1.87678e-05
96,2406.74,1.22105,0.54568,1.14008,0.91887,0.94585,0.96861,0.59133,1.39583,0.57472,1.22743,1.60943e-05,1.60943e-05,1.60943e-05
